STATION,NAME,DATE,TAVG,TMAX,TMIN,TOBS
USC00502107,"COLLEGE OBSERVATORY, AK US",24/05/2023,,69,40,55
USC00502107,"COLLEGE OBSERVATORY, AK US",25/05/2023,,74,43,61
USC00502107,"COLLEGE OBSERVATORY, AK US",26/05/2023,,,,47
USC00502107,"COLLEGE OBSERVATORY, AK US",27/05/2023,,69,39,52
USC00502107,"COLLEGE OBSERVATORY, AK US",28/05/2023,,63,44,49
USC00502107,"COLLEGE OBSERVATORY, AK US",29/05/2023,,49,45,45
USC00502107,"COLLEGE OBSERVATORY, AK US",30/05/2023,,49,42,46
USC00502107,"COLLEGE OBSERVATORY, AK US",31/05/2023,,56,36,36
USC00502107,"COLLEGE OBSERVATORY, AK US",01/06/2023,,51,28,39
USC00502107,"COLLEGE OBSERVATORY, AK US",02/06/2023,,50,36,41
USC00502107,"COLLEGE OBSERVATORY, AK US",03/06/2023,,63,38,49
USC00502107,"COLLEGE OBSERVATORY, AK US",04/06/2023,,66,44,48
USC00502107,"COLLEGE OBSERVATORY, AK US",05/06/2023,,76,42,56
USC00502107,"COLLEGE OBSERVATORY, AK US",06/06/2023,,80,46,63
USC00502107,"COLLEGE OBSERVATORY, AK US",07/06/2023,,78,50,53
USC00502107,"COLLEGE OBSERVATORY, AK US",08/06/2023,,73,49,62
USC00502107,"COLLEGE OBSERVATORY, AK US",09/06/2023,,71,53,55
USC00502107,"COLLEGE OBSERVATORY, AK US",10/06/2023,,70,45,58
USC00502107,"COLLEGE OBSERVATORY, AK US",11/06/2023,,66,51,54
USC00502107,"COLLEGE OBSERVATORY, AK US",12/06/2023,,66,48,49
USC00502107,"COLLEGE OBSERVATORY, AK US",13/06/2023,,65,44,48
USC00502107,"COLLEGE OBSERVATORY, AK US",14/06/2023,,63,43,46
USC00502107,"COLLEGE OBSERVATORY, AK US",15/06/2023,,72,41,62
USC00502107,"COLLEGE OBSERVATORY, AK US",16/06/2023,,79,52,60
USC00502107,"COLLEGE OBSERVATORY, AK US",17/06/2023,,78,53,56
USC00502107,"COLLEGE OBSERVATORY, AK US",18/06/2023,,66,46,51
USC00502107,"COLLEGE OBSERVATORY, AK US",19/06/2023,,69,45,54
USC00502107,"COLLEGE OBSERVATORY, AK US",20/06/2023,,69,45,55
USC00502107,"COLLEGE OBSERVATORY, AK US",21/06/2023,,74,52,59
USC00502107,"COLLEGE OBSERVATORY, AK US",22/06/2023,,74,57,57
USC00502107,"COLLEGE OBSERVATORY, AK US",23/06/2023,,77,55,62
USC00502107,"COLLEGE OBSERVATORY, AK US",24/06/2023,,80,54,62
USC00502107,"COLLEGE OBSERVATORY, AK US",25/06/2023,,78,56,59
USC00502107,"COLLEGE OBSERVATORY, AK US",26/06/2023,,70,53,57
USC00502107,"COLLEGE OBSERVATORY, AK US",27/06/2023,,73,49,59
USC00502107,"COLLEGE OBSERVATORY, AK US",28/06/2023,,75,53,63
USC00502107,"COLLEGE OBSERVATORY, AK US",29/06/2023,,64,53,53
USC00502107,"COLLEGE OBSERVATORY, AK US",30/06/2023,,71,46,57
USC00502107,"COLLEGE OBSERVATORY, AK US",01/07/2023,,77,49,59
USC00502107,"COLLEGE OBSERVATORY, AK US",02/07/2023,,81,51,64
USC00502107,"COLLEGE OBSERVATORY, AK US",03/07/2023,,75,54,61
USC00502107,"COLLEGE OBSERVATORY, AK US",04/07/2023,,71,54,56
USC00502107,"COLLEGE OBSERVATORY, AK US",05/07/2023,,76,44,60
USC00502107,"COLLEGE OBSERVATORY, AK US",06/07/2023,,73,52,61
USC00502107,"COLLEGE OBSERVATORY, AK US",07/07/2023,,74,55,55
USC00502107,"COLLEGE OBSERVATORY, AK US",08/07/2023,,74,48,49
USC00502107,"COLLEGE OBSERVATORY, AK US",09/07/2023,,76,43,58
USC00502107,"COLLEGE OBSERVATORY, AK US",10/07/2023,,74,51,61
USC00502107,"COLLEGE OBSERVATORY, AK US",11/07/2023,,75,57,58
USC00502107,"COLLEGE OBSERVATORY, AK US",12/07/2023,,70,54,55
USC00502107,"COLLEGE OBSERVATORY, AK US",13/07/2023,,75,46,59
USC00502107,"COLLEGE OBSERVATORY, AK US",14/07/2023,,73,54,56
USC00502107,"COLLEGE OBSERVATORY, AK US",15/07/2023,,65,52,56
USC00502107,"COLLEGE OBSERVATORY, AK US",16/07/2023,,73,53,59
USC00502107,"COLLEGE OBSERVATORY, AK US",17/07/2023,,79,53,65
USC00502107,"COLLEGE OBSERVATORY, AK US",18/07/2023,,76,60,65
USC00502107,"COLLEGE OBSERVATORY, AK US",19/07/2023,,75,60,62
USC00502107,"COLLEGE OBSERVATORY, AK US",20/07/2023,,73,59,59
USC00502107,"COLLEGE OBSERVATORY, AK US",21/07/2023,,81,50,62
USC00502107,"COLLEGE OBSERVATORY, AK US",22/07/2023,,87,52,64
USC00502107,"COLLEGE OBSERVATORY, AK US",23/07/2023,,87,58,69
USC00502107,"COLLEGE OBSERVATORY, AK US",24/07/2023,,91,61,69
USC00502107,"COLLEGE OBSERVATORY, AK US",25/07/2023,,86,60,67
USC00502107,"COLLEGE OBSERVATORY, AK US",26/07/2023,,84,60,67
USC00502107,"COLLEGE OBSERVATORY, AK US",27/07/2023,,83,61,61
USC00502107,"COLLEGE OBSERVATORY, AK US",28/07/2023,,83,55,69
USC00502107,"COLLEGE OBSERVATORY, AK US",29/07/2023,,77,61,61
USC00502107,"COLLEGE OBSERVATORY, AK US",30/07/2023,,72,58,59
USC00502107,"COLLEGE OBSERVATORY, AK US",31/07/2023,,77,55,60
USC00502107,"COLLEGE OBSERVATORY, AK US",01/08/2023,,79,53,57
USC00502107,"COLLEGE OBSERVATORY, AK US",02/08/2023,,80,49,59
USC00502107,"COLLEGE OBSERVATORY, AK US",03/08/2023,,81,50,61
USC00502107,"COLLEGE OBSERVATORY, AK US",04/08/2023,,80,56,62
USC00502107,"COLLEGE OBSERVATORY, AK US",05/08/2023,,83,52,64
USC00502107,"COLLEGE OBSERVATORY, AK US",06/08/2023,,80,54,61
USC00502107,"COLLEGE OBSERVATORY, AK US",07/08/2023,,72,55,59
USC00502107,"COLLEGE OBSERVATORY, AK US",08/08/2023,,66,53,59
USC00502107,"COLLEGE OBSERVATORY, AK US",09/08/2023,,72,58,58
USC00502107,"COLLEGE OBSERVATORY, AK US",10/08/2023,,69,54,58
USC00502107,"COLLEGE OBSERVATORY, AK US",11/08/2023,,76,54,54
USC00502107,"COLLEGE OBSERVATORY, AK US",12/08/2023,,72,49,56
USC00502107,"COLLEGE OBSERVATORY, AK US",13/08/2023,,73,49,55
USC00502107,"COLLEGE OBSERVATORY, AK US",14/08/2023,,71,48,52
USC00502107,"COLLEGE OBSERVATORY, AK US",15/08/2023,,71,50,51
USC00502107,"COLLEGE OBSERVATORY, AK US",16/08/2023,,73,47,55
USC00502107,"COLLEGE OBSERVATORY, AK US",17/08/2023,,56,49,52
USC00503275,"GILMORE CREEK, AK US",02/01/2023,,29,6,11
USC00503275,"GILMORE CREEK, AK US",03/01/2023,,15,3,6
USC00503275,"GILMORE CREEK, AK US",04/01/2023,,12,0,6
USC00503275,"GILMORE CREEK, AK US",05/01/2023,,12,1,3
USC00503275,"GILMORE CREEK, AK US",06/01/2023,,5,-6,4
USC00503275,"GILMORE CREEK, AK US",07/01/2023,,6,0,6
USC00503275,"GILMORE CREEK, AK US",08/01/2023,,8,4,4
USC00503275,"GILMORE CREEK, AK US",09/01/2023,,7,-13,-6
USC00503275,"GILMORE CREEK, AK US",10/01/2023,,0,-9,-4
USC00503275,"GILMORE CREEK, AK US",11/01/2023,,4,-6,-3
USC00503275,"GILMORE CREEK, AK US",12/01/2023,,4,-9,-1
USC00503275,"GILMORE CREEK, AK US",13/01/2023,,4,-12,-5
USC00503275,"GILMORE CREEK, AK US",14/01/2023,,3,-11,3
USC00503275,"GILMORE CREEK, AK US",15/01/2023,,6,-9,-2
USC00503275,"GILMORE CREEK, AK US",16/01/2023,,5,-8,4
USC00503275,"GILMORE CREEK, AK US",17/01/2023,,4,-9,-8
USC00503275,"GILMORE CREEK, AK US",18/01/2023,,-4,-13,-9
USC00503275,"GILMORE CREEK, AK US",19/01/2023,,6,-11,-5
USC00503275,"GILMORE CREEK, AK US",20/01/2023,,12,-7,11
USC00503275,"GILMORE CREEK, AK US",21/01/2023,,11,-5,3
USC00503275,"GILMORE CREEK, AK US",22/01/2023,,3,-30,-26
USC00503275,"GILMORE CREEK, AK US",23/01/2023,,3,-30,-10
USC00503275,"GILMORE CREEK, AK US",24/01/2023,,-2,-10,-3
USC00503275,"GILMORE CREEK, AK US",25/01/2023,,8,-11,8
USC00503275,"GILMORE CREEK, AK US",26/01/2023,,10,-1,7
USC00503275,"GILMORE CREEK, AK US",27/01/2023,,7,-12,-6
USC00503275,"GILMORE CREEK, AK US",28/01/2023,,16,-9,16
USC00503275,"GILMORE CREEK, AK US",29/01/2023,,25,16,25
USC00503275,"GILMORE CREEK, AK US",30/01/2023,,25,21,23
USC00503275,"GILMORE CREEK, AK US",31/01/2023,,23,12,16
USC00503275,"GILMORE CREEK, AK US",01/02/2023,,23,1,8
USC00503275,"GILMORE CREEK, AK US",02/02/2023,,9,4,9
USC00503275,"GILMORE CREEK, AK US",03/02/2023,,10,5,8
USC00503275,"GILMORE CREEK, AK US",04/02/2023,,10,-1,-1
USC00503275,"GILMORE CREEK, AK US",05/02/2023,,-1,-15,-5
USC00503275,"GILMORE CREEK, AK US",06/02/2023,,18,-5,9
USC00503275,"GILMORE CREEK, AK US",07/02/2023,,10,-7,0
USC00503275,"GILMORE CREEK, AK US",08/02/2023,,6,-3,6
USC00503275,"GILMORE CREEK, AK US",09/02/2023,,6,-18,-9
USC00503275,"GILMORE CREEK, AK US",10/02/2023,,-2,-26,-2
USC00503275,"GILMORE CREEK, AK US",11/02/2023,,6,-12,5
USC00503275,"GILMORE CREEK, AK US",12/02/2023,,5,-8,0
USC00503275,"GILMORE CREEK, AK US",13/02/2023,,1,-5,-2
USC00503275,"GILMORE CREEK, AK US",14/02/2023,,5,-16,5
USC00503275,"GILMORE CREEK, AK US",15/02/2023,,6,-11,-1
USC00503275,"GILMORE CREEK, AK US",16/02/2023,,2,-21,2
USC00503275,"GILMORE CREEK, AK US",17/02/2023,,12,-13,10
USC00503275,"GILMORE CREEK, AK US",18/02/2023,,19,2,19
USC00503275,"GILMORE CREEK, AK US",19/02/2023,,21,-9,7
USC00503275,"GILMORE CREEK, AK US",20/02/2023,,11,4,11
USC00503275,"GILMORE CREEK, AK US",21/02/2023,,17,3,17
USC00503275,"GILMORE CREEK, AK US",22/02/2023,,19,-5,19
USC00503275,"GILMORE CREEK, AK US",23/02/2023,,22,8,21
USC00503275,"GILMORE CREEK, AK US",24/02/2023,,24,18,23
USC00503275,"GILMORE CREEK, AK US",25/02/2023,,23,12,14
USC00503275,"GILMORE CREEK, AK US",26/02/2023,,15,-12,-5
USC00503275,"GILMORE CREEK, AK US",27/02/2023,,-2,-31,-4
USC00503275,"GILMORE CREEK, AK US",28/02/2023,,8,-28,8
USC00503275,"GILMORE CREEK, AK US",01/03/2023,,17,-3,13
USC00503275,"GILMORE CREEK, AK US",02/03/2023,,17,-6,7
USC00503275,"GILMORE CREEK, AK US",03/03/2023,,7,-10,7
USC00503275,"GILMORE CREEK, AK US",04/03/2023,,7,-30,0
USC00503275,"GILMORE CREEK, AK US",05/03/2023,,20,-15,20
USC00503275,"GILMORE CREEK, AK US",06/03/2023,,29,3,29
USC00503275,"GILMORE CREEK, AK US",07/03/2023,,41,3,40
USC00503275,"GILMORE CREEK, AK US",08/03/2023,,45,12,29
USC00503275,"GILMORE CREEK, AK US",09/03/2023,,30,23,25
USC00503275,"GILMORE CREEK, AK US",10/03/2023,,27,-4,27
USC00503275,"GILMORE CREEK, AK US",11/03/2023,,30,11,22
USC00503275,"GILMORE CREEK, AK US",12/03/2023,,31,-7,26
USC00503275,"GILMORE CREEK, AK US",13/03/2023,,26,-16,9
USC00503275,"GILMORE CREEK, AK US",14/03/2023,,13,-18,6
USC00503275,"GILMORE CREEK, AK US",15/03/2023,,10,-5,10
USC00503275,"GILMORE CREEK, AK US",16/03/2023,,10,-21,9
USC00503275,"GILMORE CREEK, AK US",17/03/2023,,30,-18,30
USC00503275,"GILMORE CREEK, AK US",18/03/2023,,39,5,37
USC00503275,"GILMORE CREEK, AK US",19/03/2023,,41,14,40
USC00503275,"GILMORE CREEK, AK US",20/03/2023,,41,1,39
USC00503275,"GILMORE CREEK, AK US",21/03/2023,,40,2,35
USC00503275,"GILMORE CREEK, AK US",22/03/2023,,40,1,38
USC00503275,"GILMORE CREEK, AK US",23/03/2023,,41,10,27
USC00503275,"GILMORE CREEK, AK US",24/03/2023,,28,4,19
USC00503275,"GILMORE CREEK, AK US",25/03/2023,,23,9,20
USC00503275,"GILMORE CREEK, AK US",26/03/2023,,30,3,30
USC00503275,"GILMORE CREEK, AK US",27/03/2023,,37,25,36
USC00503275,"GILMORE CREEK, AK US",28/03/2023,,40,10,25
USC00503275,"GILMORE CREEK, AK US",29/03/2023,,35,1,34
USC00503275,"GILMORE CREEK, AK US",30/03/2023,,39,6,33
USC00503275,"GILMORE CREEK, AK US",31/03/2023,,34,4,23
USC00503275,"GILMORE CREEK, AK US",01/04/2023,,26,-1,25
USC00503275,"GILMORE CREEK, AK US",02/04/2023,,27,18,26
USC00503275,"GILMORE CREEK, AK US",03/04/2023,,33,-5,33
USC00503275,"GILMORE CREEK, AK US",04/04/2023,,36,19,36
USC00503275,"GILMORE CREEK, AK US",05/04/2023,,37,22,22
USC00503275,"GILMORE CREEK, AK US",06/04/2023,,22,1,14
USC00503275,"GILMORE CREEK, AK US",07/04/2023,,26,-16,18
USC00503275,"GILMORE CREEK, AK US",08/04/2023,,24,-9,13
USC00503275,"GILMORE CREEK, AK US",09/04/2023,,15,2,8
USC00503275,"GILMORE CREEK, AK US",10/04/2023,,14,-15,8
USC00503275,"GILMORE CREEK, AK US",13/04/2023,,26,-11,25
USC00503275,"GILMORE CREEK, AK US",14/04/2023,,36,-10,35
USC00503275,"GILMORE CREEK, AK US",15/04/2023,,41,8,40
USC00503275,"GILMORE CREEK, AK US",16/04/2023,,41,13,29
USC00503275,"GILMORE CREEK, AK US",17/04/2023,,31,2,28
USC00503275,"GILMORE CREEK, AK US",18/04/2023,,32,18,22
USC00503275,"GILMORE CREEK, AK US",19/04/2023,,39,3,39
USC00503275,"GILMORE CREEK, AK US",20/04/2023,,51,11,48
USC00503275,"GILMORE CREEK, AK US",21/04/2023,,53,18,41
USC00503275,"GILMORE CREEK, AK US",22/04/2023,,42,17,19
USC00503275,"GILMORE CREEK, AK US",23/04/2023,,20,3,10
USC00503275,"GILMORE CREEK, AK US",24/04/2023,,21,6,20
USC00503275,"GILMORE CREEK, AK US",25/04/2023,,36,6,36
USC00503275,"GILMORE CREEK, AK US",27/04/2023,,45,25,44
USC00503275,"GILMORE CREEK, AK US",28/04/2023,,50,22,47
USC00503275,"GILMORE CREEK, AK US",29/04/2023,,49,22,47
USC00503275,"GILMORE CREEK, AK US",30/04/2023,,50,33,45
USC00503275,"GILMORE CREEK, AK US",01/05/2023,,55,28,54
USC00503275,"GILMORE CREEK, AK US",02/05/2023,,57,30,47
USC00503275,"GILMORE CREEK, AK US",03/05/2023,,48,24,48
USC00503275,"GILMORE CREEK, AK US",04/05/2023,,48,26,46
USC00503275,"GILMORE CREEK, AK US",05/05/2023,,53,24,52
USC00503275,"GILMORE CREEK, AK US",06/05/2023,,56,31,49
USC00503275,"GILMORE CREEK, AK US",07/05/2023,,50,25,49
USC00503275,"GILMORE CREEK, AK US",08/05/2023,,53,29,49
USC00503275,"GILMORE CREEK, AK US",09/05/2023,,55,28,50
USC00503275,"GILMORE CREEK, AK US",10/05/2023,,60,28,59
USC00503275,"GILMORE CREEK, AK US",11/05/2023,,60,30,53
USC00503275,"GILMORE CREEK, AK US",12/05/2023,,60,29,59
USC00503275,"GILMORE CREEK, AK US",13/05/2023,,65,35,61
USC00503275,"GILMORE CREEK, AK US",14/05/2023,,63,28,61
USC00503275,"GILMORE CREEK, AK US",15/05/2023,,64,31,59
USC00503275,"GILMORE CREEK, AK US",16/05/2023,,67,30,65
USC00503275,"GILMORE CREEK, AK US",17/05/2023,,65,28,59
USC00503275,"GILMORE CREEK, AK US",18/05/2023,,62,28,61
USC00503275,"GILMORE CREEK, AK US",19/05/2023,,73,47,73
USC00503275,"GILMORE CREEK, AK US",20/05/2023,,78,44,68
USC00503275,"GILMORE CREEK, AK US",21/05/2023,,72,36,65
USC00503275,"GILMORE CREEK, AK US",22/05/2023,,65,39,53
USC00503275,"GILMORE CREEK, AK US",23/05/2023,,66,30,65
USC00503275,"GILMORE CREEK, AK US",24/05/2023,,67,33,66
USC00503275,"GILMORE CREEK, AK US",25/05/2023,,72,37,70
USC00503275,"GILMORE CREEK, AK US",26/05/2023,,72,49,57
USC00503275,"GILMORE CREEK, AK US",27/05/2023,,63,37,63
USC00503275,"GILMORE CREEK, AK US",28/05/2023,,66,39,60
USC00503275,"GILMORE CREEK, AK US",29/05/2023,,66,39,44
USC00503275,"GILMORE CREEK, AK US",30/05/2023,,46,41,45
USC00503275,"GILMORE CREEK, AK US",31/05/2023,,52,40,51
USC00503275,"GILMORE CREEK, AK US",01/06/2023,,54,25,44
USC00503275,"GILMORE CREEK, AK US",02/06/2023,,49,35,41
USC00503275,"GILMORE CREEK, AK US",03/06/2023,,61,36,58
USC00503275,"GILMORE CREEK, AK US",04/06/2023,,60,38,56
USC00503275,"GILMORE CREEK, AK US",05/06/2023,,69,35,69
USC00503275,"GILMORE CREEK, AK US",06/06/2023,,77,41,77
USC00503275,"GILMORE CREEK, AK US",07/06/2023,,79,44,75
USC00503275,"GILMORE CREEK, AK US",08/06/2023,,78,43,67
USC00503275,"GILMORE CREEK, AK US",09/06/2023,,71,50,65
USC00503275,"GILMORE CREEK, AK US",10/06/2023,,69,40,65
USC00503275,"GILMORE CREEK, AK US",11/06/2023,,67,48,63
USC00503275,"GILMORE CREEK, AK US",12/06/2023,,65,42,60
USC00503275,"GILMORE CREEK, AK US",13/06/2023,,63,40,61
USC00503275,"GILMORE CREEK, AK US",14/06/2023,,62,43,52
USC00503275,"GILMORE CREEK, AK US",15/06/2023,,68,33,68
USC00503275,"GILMORE CREEK, AK US",16/06/2023,,73,56,70
USC00503275,"GILMORE CREEK, AK US",17/06/2023,,73,47,56
USC00503275,"GILMORE CREEK, AK US",18/06/2023,,64,41,61
USC00503275,"GILMORE CREEK, AK US",19/06/2023,,66,40,64
USC00503275,"GILMORE CREEK, AK US",20/06/2023,,65,48,61
USC00503275,"GILMORE CREEK, AK US",21/06/2023,,70,48,66
USC00503275,"GILMORE CREEK, AK US",22/06/2023,,71,53,66
USC00503275,"GILMORE CREEK, AK US",23/06/2023,,73,51,69
USC00503275,"GILMORE CREEK, AK US",24/06/2023,,76,52,76
USC00503275,"GILMORE CREEK, AK US",25/06/2023,,77,50,73
USC00503275,"GILMORE CREEK, AK US",26/06/2023,,75,50,67
USC00503275,"GILMORE CREEK, AK US",27/06/2023,,69,46,67
USC00503275,"GILMORE CREEK, AK US",28/06/2023,,71,46,70
USC00503275,"GILMORE CREEK, AK US",29/06/2023,,76,55,61
USC00503275,"GILMORE CREEK, AK US",30/06/2023,,68,41,67
USC00503275,"GILMORE CREEK, AK US",01/07/2023,,71,42,71
USC00503275,"GILMORE CREEK, AK US",02/07/2023,,79,47,79
USC00503275,"GILMORE CREEK, AK US",03/07/2023,,81,46,74
USC00503275,"GILMORE CREEK, AK US",04/07/2023,,74,51,65
USC00503275,"GILMORE CREEK, AK US",05/07/2023,,72,38,71
USC00503275,"GILMORE CREEK, AK US",06/07/2023,,74,38,69
USC00503275,"GILMORE CREEK, AK US",07/07/2023,,71,53,69
USC00503275,"GILMORE CREEK, AK US",08/07/2023,,69,46,60
USC00503275,"GILMORE CREEK, AK US",09/07/2023,,73,38,72
USC00503275,"GILMORE CREEK, AK US",10/07/2023,,76,44,70
USC00503275,"GILMORE CREEK, AK US",11/07/2023,,72,53,69
USC00503275,"GILMORE CREEK, AK US",12/07/2023,,71,52,64
USC00503275,"GILMORE CREEK, AK US",13/07/2023,,71,43,68
USC00503275,"GILMORE CREEK, AK US",14/07/2023,,72,50,70
USC00503275,"GILMORE CREEK, AK US",15/07/2023,,69,50,63
USC00503275,"GILMORE CREEK, AK US",16/07/2023,,71,51,70
USC00503275,"GILMORE CREEK, AK US",18/07/2023,,77,57,73
USC00503275,"GILMORE CREEK, AK US",19/07/2023,,74,57,70
USC00503275,"GILMORE CREEK, AK US",20/07/2023,,73,58,68
USC00503275,"GILMORE CREEK, AK US",21/07/2023,,76,47,75
USC00503275,"GILMORE CREEK, AK US",22/07/2023,,82,49,81
USC00503275,"GILMORE CREEK, AK US",23/07/2023,,85,53,84
USC00503275,"GILMORE CREEK, AK US",24/07/2023,,87,52,84
USC00503275,"GILMORE CREEK, AK US",25/07/2023,,87,55,80
USC00503275,"GILMORE CREEK, AK US",26/07/2023,,83,56,80
USC00503275,"GILMORE CREEK, AK US",27/07/2023,,80,56,78
USC00503275,"GILMORE CREEK, AK US",28/07/2023,,80,54,79
USC00503275,"GILMORE CREEK, AK US",29/07/2023,,82,56,70
USC00503275,"GILMORE CREEK, AK US",30/07/2023,,73,55,67
USC00503275,"GILMORE CREEK, AK US",31/07/2023,,72,51,72
USC00503275,"GILMORE CREEK, AK US",01/08/2023,,76,47,73
USC00503275,"GILMORE CREEK, AK US",02/08/2023,,76,44,74
USC00503275,"GILMORE CREEK, AK US",03/08/2023,,77,45,75
USC00503275,"GILMORE CREEK, AK US",04/08/2023,,78,50,75
USC00503275,"GILMORE CREEK, AK US",05/08/2023,,82,48,82
USC00503275,"GILMORE CREEK, AK US",06/08/2023,,82,49,80
USC00503275,"GILMORE CREEK, AK US",07/08/2023,,70,49,67
USC00503275,"GILMORE CREEK, AK US",08/08/2023,,71,49,65
USC00503275,"GILMORE CREEK, AK US",09/08/2023,,74,51,73
USC00503275,"GILMORE CREEK, AK US",10/08/2023,,75,47,69
USC00503275,"GILMORE CREEK, AK US",11/08/2023,,74,49,73
USC00503275,"GILMORE CREEK, AK US",12/08/2023,,75,44,70
USC00503275,"GILMORE CREEK, AK US",13/08/2023,,71,45,68
USC00503275,"GILMORE CREEK, AK US",14/08/2023,,71,43,67
USC00503275,"GILMORE CREEK, AK US",15/08/2023,,69,44,65
USC00503275,"GILMORE CREEK, AK US",16/08/2023,,71,43,65
USC00503275,"GILMORE CREEK, AK US",17/08/2023,,65,46,50
USC00509641,"UNIVERSITY EXPERIMENTAL STATION, AK US",01/01/2023,,7,-6,2
USC00509641,"UNIVERSITY EXPERIMENTAL STATION, AK US",02/01/2023,,21,1,14
USC00509641,"UNIVERSITY EXPERIMENTAL STATION, AK US",03/01/2023,,20,1,2
USC00509641,"UNIVERSITY EXPERIMENTAL STATION, AK US",04/01/2023,,10,-3,2
USC00509641,"UNIVERSITY EXPERIMENTAL STATION, AK US",05/01/2023,,17,0,13
USC00509641,"UNIVERSITY EXPERIMENTAL STATION, AK US",06/01/2023,,14,-10,-3
USC00509641,"UNIVERSITY EXPERIMENTAL STATION, AK US",07/01/2023,,4,-4,3
USC00509641,"UNIVERSITY EXPERIMENTAL STATION, AK US",08/01/2023,,8,3,4
USC00509641,"UNIVERSITY EXPERIMENTAL STATION, AK US",09/01/2023,,7,1,2
USC00509641,"UNIVERSITY EXPERIMENTAL STATION, AK US",10/01/2023,,3,-5,-1
USC00509641,"UNIVERSITY EXPERIMENTAL STATION, AK US",11/01/2023,,8,-1,1
USC00509641,"UNIVERSITY EXPERIMENTAL STATION, AK US",12/01/2023,,6,-3,3
USC00509641,"UNIVERSITY EXPERIMENTAL STATION, AK US",13/01/2023,,5,-5,0
USC00509641,"UNIVERSITY EXPERIMENTAL STATION, AK US",14/01/2023,,1,-12,-2
USC00509641,"UNIVERSITY EXPERIMENTAL STATION, AK US",15/01/2023,,8,-6,-5
USC00509641,"UNIVERSITY EXPERIMENTAL STATION, AK US",16/01/2023,,7,-5,0
USC00509641,"UNIVERSITY EXPERIMENTAL STATION, AK US",17/01/2023,,11,0,6
USC00509641,"UNIVERSITY EXPERIMENTAL STATION, AK US",18/01/2023,,7,-15,-14
USC00509641,"UNIVERSITY EXPERIMENTAL STATION, AK US",19/01/2023,,3,-16,-1
USC00509641,"UNIVERSITY EXPERIMENTAL STATION, AK US",20/01/2023,,2,-10,-2
USC00509641,"UNIVERSITY EXPERIMENTAL STATION, AK US",21/01/2023,,2,-5,1
USC00509641,"UNIVERSITY EXPERIMENTAL STATION, AK US",22/01/2023,,6,-24,-21
USC00509641,"UNIVERSITY EXPERIMENTAL STATION, AK US",23/01/2023,,-6,-26,-11
USC00509641,"UNIVERSITY EXPERIMENTAL STATION, AK US",24/01/2023,,-5,-11,-5
USC00509641,"UNIVERSITY EXPERIMENTAL STATION, AK US",25/01/2023,,-1,-11,-9
USC00509641,"UNIVERSITY EXPERIMENTAL STATION, AK US",26/01/2023,,9,-10,7
USC00509641,"UNIVERSITY EXPERIMENTAL STATION, AK US",27/01/2023,,8,-8,-5
USC00509641,"UNIVERSITY EXPERIMENTAL STATION, AK US",28/01/2023,,12,-8,11
USC00509641,"UNIVERSITY EXPERIMENTAL STATION, AK US",29/01/2023,,21,11,21
USC00509641,"UNIVERSITY EXPERIMENTAL STATION, AK US",30/01/2023,,25,19,24
USC00509641,"UNIVERSITY EXPERIMENTAL STATION, AK US",31/01/2023,,26,18,18
USC00509641,"UNIVERSITY EXPERIMENTAL STATION, AK US",01/02/2023,,20,9,10
USC00509641,"UNIVERSITY EXPERIMENTAL STATION, AK US",02/02/2023,,11,9,9
USC00509641,"UNIVERSITY EXPERIMENTAL STATION, AK US",03/02/2023,,12,5,8
USC00509641,"UNIVERSITY EXPERIMENTAL STATION, AK US",04/02/2023,,12,4,7
USC00509641,"UNIVERSITY EXPERIMENTAL STATION, AK US",05/02/2023,,12,-5,-5
USC00509641,"UNIVERSITY EXPERIMENTAL STATION, AK US",06/02/2023,,9,-7,4
USC00509641,"UNIVERSITY EXPERIMENTAL STATION, AK US",07/02/2023,,13,-4,2
USC00509641,"UNIVERSITY EXPERIMENTAL STATION, AK US",08/02/2023,,8,-5,-2
USC00509641,"UNIVERSITY EXPERIMENTAL STATION, AK US",09/02/2023,,8,-10,-10
USC00509641,"UNIVERSITY EXPERIMENTAL STATION, AK US",10/02/2023,,2,-17,-14
USC00509641,"UNIVERSITY EXPERIMENTAL STATION, AK US",11/02/2023,,6,-15,6
USC00509641,"UNIVERSITY EXPERIMENTAL STATION, AK US",12/02/2023,,11,-4,2
USC00509641,"UNIVERSITY EXPERIMENTAL STATION, AK US",13/02/2023,,4,-5,-1
USC00509641,"UNIVERSITY EXPERIMENTAL STATION, AK US",14/02/2023,,0,-11,-10
USC00509641,"UNIVERSITY EXPERIMENTAL STATION, AK US",15/02/2023,,8,-10,-9
USC00509641,"UNIVERSITY EXPERIMENTAL STATION, AK US",16/02/2023,,-3,-17,-15
USC00509641,"UNIVERSITY EXPERIMENTAL STATION, AK US",17/02/2023,,-3,-15,-9
USC00509641,"UNIVERSITY EXPERIMENTAL STATION, AK US",18/02/2023,,11,-9,9
USC00509641,"UNIVERSITY EXPERIMENTAL STATION, AK US",19/02/2023,,22,-2,3
USC00509641,"UNIVERSITY EXPERIMENTAL STATION, AK US",20/02/2023,,7,1,6
USC00509641,"UNIVERSITY EXPERIMENTAL STATION, AK US",21/02/2023,,13,6,12
USC00509641,"UNIVERSITY EXPERIMENTAL STATION, AK US",22/02/2023,,20,5,6
USC00509641,"UNIVERSITY EXPERIMENTAL STATION, AK US",23/02/2023,,21,6,19
